avg_reward -0.28637310986824305 loss 0
avg_reward -0.2581002553787501 loss 0
avg_reward 0.12595524993576482 loss 0
avg_reward 0.17129045290505152 loss 0
avg_reward 0.1485604555655178 loss 0
avg_reward 0.37412768170716865 loss 0
avg_reward 0.05907896311539046 loss 0
avg_reward 0.05672516397892893 loss 0
avg_reward 0.09218782353439327 loss 0
avg_reward 0.13701612037929548 loss 0
avg_reward 0.05261313314713581 loss tensor(0.0717, grad_fn=<MeanBackward0>)
avg_reward -0.06551827483759565 loss tensor(0.0809, grad_fn=<MeanBackward0>)
avg_reward 0.056797899499877305 loss tensor(0.0812, grad_fn=<MeanBackward0>)
avg_reward -0.3026418291239072 loss tensor(0.0816, grad_fn=<MeanBackward0>)
avg_reward -0.09137210849982814 loss tensor(0.0732, grad_fn=<MeanBackward0>)
avg_reward 0.09048025499910066 loss tensor(0.0916, grad_fn=<MeanBackward0>)
avg_reward 0.2766845577270127 loss tensor(0.0748, grad_fn=<MeanBackward0>)
avg_reward 0.022420127434256663 loss tensor(0.0662, grad_fn=<MeanBackward0>)
avg_reward 0.060800536048515 loss tensor(0.1213, grad_fn=<MeanBackward0>)
avg_reward -0.171105072568557 loss tensor(0.1015, grad_fn=<MeanBackward0>)
avg_reward 0.387667350233284 loss tensor(0.0701, grad_fn=<MeanBackward0>)
avg_reward 0.01568863922465906 loss tensor(0.0676, grad_fn=<MeanBackward0>)
avg_reward 0.008715219474379034 loss tensor(0.1037, grad_fn=<MeanBackward0>)
avg_reward 0.04463940655910809 loss tensor(0.0624, grad_fn=<MeanBackward0>)
avg_reward 0.12495167927093881 loss tensor(0.0930, grad_fn=<MeanBackward0>)
avg_reward 0.33039692816091154 loss tensor(0.1523, grad_fn=<MeanBackward0>)
avg_reward 0.156613741159306 loss tensor(0.0766, grad_fn=<MeanBackward0>)
avg_reward -0.1337511353836922 loss tensor(0.0681, grad_fn=<MeanBackward0>)
avg_reward -0.12008161336601746 loss tensor(0.0975, grad_fn=<MeanBackward0>)
avg_reward 0.22818217114230357 loss tensor(0.0663, grad_fn=<MeanBackward0>)
avg_reward 0.10917786134940793 loss tensor(0.0697, grad_fn=<MeanBackward0>)
avg_reward -0.12115607362724085 loss tensor(0.0759, grad_fn=<MeanBackward0>)
avg_reward 0.16482369006493078 loss tensor(0.0701, grad_fn=<MeanBackward0>)
avg_reward -0.014533049571553481 loss tensor(0.0683, grad_fn=<MeanBackward0>)
avg_reward 0.14211984967871588 loss tensor(0.0717, grad_fn=<MeanBackward0>)
avg_reward 0.31625600138780663 loss tensor(0.0978, grad_fn=<MeanBackward0>)
avg_reward -0.1649140180921357 loss tensor(0.0953, grad_fn=<MeanBackward0>)
avg_reward -0.23245442530359015 loss tensor(0.1030, grad_fn=<MeanBackward0>)
avg_reward 0.11997174772229854 loss tensor(0.0888, grad_fn=<MeanBackward0>)
avg_reward 0.15211407596738072 loss tensor(0.0767, grad_fn=<MeanBackward0>)
avg_reward -0.17457894347212474 loss tensor(0.0757, grad_fn=<MeanBackward0>)
avg_reward 0.27361837925752297 loss tensor(0.0817, grad_fn=<MeanBackward0>)
avg_reward -0.0008473433269749287 loss tensor(0.0710, grad_fn=<MeanBackward0>)
avg_reward -0.10223019873560567 loss tensor(0.0794, grad_fn=<MeanBackward0>)
avg_reward -0.13656552865302862 loss tensor(0.0657, grad_fn=<MeanBackward0>)
avg_reward 0.10061339739181116 loss tensor(0.0718, grad_fn=<MeanBackward0>)
avg_reward -0.2550546770693461 loss tensor(0.0861, grad_fn=<MeanBackward0>)
avg_reward 0.24048825768119841 loss tensor(0.1023, grad_fn=<MeanBackward0>)
avg_reward -0.16262516061775592 loss tensor(0.1303, grad_fn=<MeanBackward0>)
avg_reward 0.02212124081775869 loss tensor(0.0652, grad_fn=<MeanBackward0>)
avg_reward -0.07622271980178398 loss tensor(0.0749, grad_fn=<MeanBackward0>)
avg_reward 0.02456989017887017 loss tensor(0.0663, grad_fn=<MeanBackward0>)
avg_reward 0.05093280260920328 loss tensor(0.0805, grad_fn=<MeanBackward0>)
avg_reward 0.1459836698401226 loss tensor(0.0670, grad_fn=<MeanBackward0>)
avg_reward -0.10047408850652052 loss tensor(0.1016, grad_fn=<MeanBackward0>)
avg_reward -0.09891353831457313 loss tensor(0.0728, grad_fn=<MeanBackward0>)
avg_reward 0.11916856047305899 loss tensor(0.1001, grad_fn=<MeanBackward0>)
avg_reward 0.15141795099754987 loss tensor(0.0765, grad_fn=<MeanBackward0>)
avg_reward -0.02158111049010456 loss tensor(0.0806, grad_fn=<MeanBackward0>)
avg_reward 0.1396619772268919 loss tensor(0.0857, grad_fn=<MeanBackward0>)
avg_reward -0.0031300672018806353 loss tensor(0.0831, grad_fn=<MeanBackward0>)
avg_reward 0.28283129990957145 loss tensor(0.0802, grad_fn=<MeanBackward0>)
avg_reward 0.208287726356665 loss tensor(0.0873, grad_fn=<MeanBackward0>)
avg_reward 0.04725216974899588 loss tensor(0.1059, grad_fn=<MeanBackward0>)
avg_reward -0.27890730412373516 loss tensor(0.1135, grad_fn=<MeanBackward0>)
avg_reward 0.2511646381323858 loss tensor(0.0918, grad_fn=<MeanBackward0>)
avg_reward -0.13170690460332846 loss tensor(0.0706, grad_fn=<MeanBackward0>)
avg_reward 0.04477977212986313 loss tensor(0.0812, grad_fn=<MeanBackward0>)
avg_reward -0.10327503895231986 loss tensor(0.0921, grad_fn=<MeanBackward0>)
avg_reward 0.22566122630609603 loss tensor(0.0813, grad_fn=<MeanBackward0>)
avg_reward 0.15432658102204566 loss tensor(0.0778, grad_fn=<MeanBackward0>)
avg_reward 0.07577052438588577 loss tensor(0.0777, grad_fn=<MeanBackward0>)
avg_reward 0.23958911241918315 loss tensor(0.0963, grad_fn=<MeanBackward0>)
avg_reward -0.10911211800502374 loss tensor(0.0826, grad_fn=<MeanBackward0>)
avg_reward 0.08603843351822459 loss tensor(0.0991, grad_fn=<MeanBackward0>)
avg_reward 0.01006480132812535 loss tensor(0.0790, grad_fn=<MeanBackward0>)
avg_reward 0.19381878013090797 loss tensor(0.0973, grad_fn=<MeanBackward0>)
avg_reward 0.004356409592699451 loss tensor(0.0806, grad_fn=<MeanBackward0>)
avg_reward 0.1969063464849898 loss tensor(0.0899, grad_fn=<MeanBackward0>)
avg_reward 0.281467501853519 loss tensor(0.0884, grad_fn=<MeanBackward0>)
avg_reward -0.10513062120939087 loss tensor(0.0806, grad_fn=<MeanBackward0>)
avg_reward 0.02614988554967919 loss tensor(0.0850, grad_fn=<MeanBackward0>)
avg_reward 0.08153398122403219 loss tensor(0.0899, grad_fn=<MeanBackward0>)
avg_reward 0.1252575799175772 loss tensor(0.0802, grad_fn=<MeanBackward0>)
avg_reward -0.08781779773896548 loss tensor(0.0678, grad_fn=<MeanBackward0>)
avg_reward -0.009910477836240338 loss tensor(0.1008, grad_fn=<MeanBackward0>)
avg_reward 0.06438756670513354 loss tensor(0.1124, grad_fn=<MeanBackward0>)
avg_reward -0.19992973031190794 loss tensor(0.0740, grad_fn=<MeanBackward0>)
avg_reward 0.22109561012214107 loss tensor(0.0746, grad_fn=<MeanBackward0>)
avg_reward -0.015983816733844476 loss tensor(0.0620, grad_fn=<MeanBackward0>)
avg_reward 0.12960599617128296 loss tensor(0.0861, grad_fn=<MeanBackward0>)
avg_reward 0.03829319322300595 loss tensor(0.0922, grad_fn=<MeanBackward0>)
avg_reward 0.17987583208016691 loss tensor(0.0732, grad_fn=<MeanBackward0>)
avg_reward -0.1822266800799471 loss tensor(0.0788, grad_fn=<MeanBackward0>)
avg_reward 0.05182179746666824 loss tensor(0.0851, grad_fn=<MeanBackward0>)
avg_reward -0.06765252292906322 loss tensor(0.0792, grad_fn=<MeanBackward0>)
avg_reward 0.08128897130948372 loss tensor(0.0747, grad_fn=<MeanBackward0>)
avg_reward -0.1335110130207096 loss tensor(0.0753, grad_fn=<MeanBackward0>)
avg_reward 0.02239730361401961 loss tensor(0.0801, grad_fn=<MeanBackward0>)
avg_reward -0.05091066557927237 loss tensor(0.0711, grad_fn=<MeanBackward0>)
avg_reward 0.10302972532187683 loss tensor(0.0913, grad_fn=<MeanBackward0>)
avg_reward 0.18192078881292478 loss tensor(0.0916, grad_fn=<MeanBackward0>)
avg_reward 0.041560905131519915 loss tensor(0.0795, grad_fn=<MeanBackward0>)
avg_reward -0.012948798730554718 loss tensor(0.0870, grad_fn=<MeanBackward0>)
avg_reward 0.03837026008193279 loss tensor(0.0968, grad_fn=<MeanBackward0>)
avg_reward 0.35845117098187435 loss tensor(0.0778, grad_fn=<MeanBackward0>)
avg_reward 0.1549661941754591 loss tensor(0.0867, grad_fn=<MeanBackward0>)
avg_reward 0.05535012075846726 loss tensor(0.0834, grad_fn=<MeanBackward0>)
avg_reward 0.20950902671040106 loss tensor(0.0790, grad_fn=<MeanBackward0>)
avg_reward 0.00474476105504718 loss tensor(0.0790, grad_fn=<MeanBackward0>)
avg_reward -0.03382111333494862 loss tensor(0.0848, grad_fn=<MeanBackward0>)
avg_reward -0.09224616812968964 loss tensor(0.0761, grad_fn=<MeanBackward0>)
avg_reward -0.04934657099565319 loss tensor(0.0945, grad_fn=<MeanBackward0>)
avg_reward -0.1652162279349989 loss tensor(0.0827, grad_fn=<MeanBackward0>)
avg_reward -0.0031345235754976675 loss tensor(0.0820, grad_fn=<MeanBackward0>)
avg_reward 0.1466754324556913 loss tensor(0.0832, grad_fn=<MeanBackward0>)
avg_reward 0.1452299587528487 loss tensor(0.0977, grad_fn=<MeanBackward0>)
avg_reward -0.058536103120767395 loss tensor(0.0837, grad_fn=<MeanBackward0>)
avg_reward -0.09777296038178994 loss tensor(0.0854, grad_fn=<MeanBackward0>)
avg_reward 0.1324597848356751 loss tensor(0.0940, grad_fn=<MeanBackward0>)
avg_reward 0.13114234551275397 loss tensor(0.0969, grad_fn=<MeanBackward0>)
avg_reward 0.222500764604216 loss tensor(0.0748, grad_fn=<MeanBackward0>)
avg_reward -0.2417885864030653 loss tensor(0.0700, grad_fn=<MeanBackward0>)
avg_reward -0.14813008203284078 loss tensor(0.0845, grad_fn=<MeanBackward0>)
avg_reward 0.0009114508576594827 loss tensor(0.0669, grad_fn=<MeanBackward0>)
avg_reward 0.0018887414312450967 loss tensor(0.0764, grad_fn=<MeanBackward0>)
avg_reward -0.011961512988157376 loss tensor(0.0733, grad_fn=<MeanBackward0>)
avg_reward -0.05159308338866854 loss tensor(0.0910, grad_fn=<MeanBackward0>)
avg_reward -0.03231031139969089 loss tensor(0.0703, grad_fn=<MeanBackward0>)
avg_reward 0.0784463184331668 loss tensor(0.0815, grad_fn=<MeanBackward0>)
avg_reward -0.1377102911790446 loss tensor(0.0878, grad_fn=<MeanBackward0>)
avg_reward 0.1418252564530288 loss tensor(0.0659, grad_fn=<MeanBackward0>)
avg_reward 0.05305276004319271 loss tensor(0.0805, grad_fn=<MeanBackward0>)
avg_reward 0.14800287110326357 loss tensor(0.0860, grad_fn=<MeanBackward0>)
avg_reward -0.2193271842432596 loss tensor(0.0628, grad_fn=<MeanBackward0>)
avg_reward 0.02915698252714587 loss tensor(0.0731, grad_fn=<MeanBackward0>)
avg_reward 0.1801936668097175 loss tensor(0.1181, grad_fn=<MeanBackward0>)
avg_reward -0.09282345131939927 loss tensor(0.0985, grad_fn=<MeanBackward0>)
avg_reward 0.2548873283159823 loss tensor(0.0744, grad_fn=<MeanBackward0>)
avg_reward -0.16709620388373175 loss tensor(0.0800, grad_fn=<MeanBackward0>)
avg_reward -0.07329347863846618 loss tensor(0.0760, grad_fn=<MeanBackward0>)
avg_reward -0.1753360956289591 loss tensor(0.0861, grad_fn=<MeanBackward0>)
avg_reward 0.20009009055718494 loss tensor(0.0860, grad_fn=<MeanBackward0>)
avg_reward 0.16517819061064845 loss tensor(0.0834, grad_fn=<MeanBackward0>)
avg_reward 0.04370890115584057 loss tensor(0.0979, grad_fn=<MeanBackward0>)
avg_reward -0.03769805579307625 loss tensor(0.0907, grad_fn=<MeanBackward0>)
avg_reward 0.2453838279214838 loss tensor(0.0790, grad_fn=<MeanBackward0>)
avg_reward 0.28906605061822754 loss tensor(0.0981, grad_fn=<MeanBackward0>)
avg_reward 0.09193571293885189 loss tensor(0.0704, grad_fn=<MeanBackward0>)
avg_reward 0.009085732780840976 loss tensor(0.0963, grad_fn=<MeanBackward0>)
avg_reward -0.19462245863525204 loss tensor(0.0777, grad_fn=<MeanBackward0>)
avg_reward 0.14875912704578365 loss tensor(0.0864, grad_fn=<MeanBackward0>)
avg_reward 0.3325055188314375 loss tensor(0.0767, grad_fn=<MeanBackward0>)
avg_reward -0.20026434100089413 loss tensor(0.0797, grad_fn=<MeanBackward0>)
avg_reward 0.03676951274681646 loss tensor(0.0647, grad_fn=<MeanBackward0>)
avg_reward 0.2965931101750566 loss tensor(0.0741, grad_fn=<MeanBackward0>)
avg_reward -0.11888240370701547 loss tensor(0.0957, grad_fn=<MeanBackward0>)
avg_reward 0.10553891793337708 loss tensor(0.0967, grad_fn=<MeanBackward0>)
avg_reward -0.03294173996447676 loss tensor(0.1024, grad_fn=<MeanBackward0>)
avg_reward 0.02672735381938427 loss tensor(0.0841, grad_fn=<MeanBackward0>)
avg_reward 0.21761956307000235 loss tensor(0.0929, grad_fn=<MeanBackward0>)
avg_reward 0.23269585043729005 loss tensor(0.0739, grad_fn=<MeanBackward0>)
avg_reward -0.21771523936074103 loss tensor(0.0929, grad_fn=<MeanBackward0>)
avg_reward -0.08712594271698855 loss tensor(0.0936, grad_fn=<MeanBackward0>)
avg_reward 0.030769950659853523 loss tensor(0.1080, grad_fn=<MeanBackward0>)
avg_reward 0.09750091058566653 loss tensor(0.0741, grad_fn=<MeanBackward0>)
avg_reward 0.024243569221305585 loss tensor(0.0926, grad_fn=<MeanBackward0>)
avg_reward -0.006998968830316254 loss tensor(0.1063, grad_fn=<MeanBackward0>)
avg_reward -0.04672335864336719 loss tensor(0.0840, grad_fn=<MeanBackward0>)
avg_reward 0.06485152057324417 loss tensor(0.0760, grad_fn=<MeanBackward0>)
avg_reward -0.05314472840159077 loss tensor(0.0752, grad_fn=<MeanBackward0>)
avg_reward -0.2211300848440483 loss tensor(0.0786, grad_fn=<MeanBackward0>)
avg_reward -0.23225910034204486 loss tensor(0.0854, grad_fn=<MeanBackward0>)
avg_reward 0.11735827496932684 loss tensor(0.0750, grad_fn=<MeanBackward0>)
avg_reward 0.2622144884201132 loss tensor(0.0794, grad_fn=<MeanBackward0>)
avg_reward 0.31060283121978677 loss tensor(0.0767, grad_fn=<MeanBackward0>)
avg_reward 0.16659935519250924 loss tensor(0.0710, grad_fn=<MeanBackward0>)
avg_reward 0.16640308680742397 loss tensor(0.1071, grad_fn=<MeanBackward0>)
avg_reward 0.01181674237658348 loss tensor(0.0723, grad_fn=<MeanBackward0>)
avg_reward 0.4887529065584374 loss tensor(0.0764, grad_fn=<MeanBackward0>)
avg_reward 0.19149411351139353 loss tensor(0.0908, grad_fn=<MeanBackward0>)
avg_reward -0.2089640748060627 loss tensor(0.0648, grad_fn=<MeanBackward0>)
avg_reward 0.0511891571821164 loss tensor(0.0885, grad_fn=<MeanBackward0>)
avg_reward -0.046339869056465616 loss tensor(0.0683, grad_fn=<MeanBackward0>)
avg_reward 0.1494486529163245 loss tensor(0.0818, grad_fn=<MeanBackward0>)
avg_reward -0.1227419705395935 loss tensor(0.0866, grad_fn=<MeanBackward0>)
avg_reward 0.17984441335001106 loss tensor(0.0939, grad_fn=<MeanBackward0>)
avg_reward 0.16493891246416428 loss tensor(0.0896, grad_fn=<MeanBackward0>)
avg_reward -0.12914762588796322 loss tensor(0.0842, grad_fn=<MeanBackward0>)
avg_reward -0.04526646087871937 loss tensor(0.1121, grad_fn=<MeanBackward0>)
avg_reward 0.0973195818916639 loss tensor(0.0660, grad_fn=<MeanBackward0>)
avg_reward -0.048535341210768385 loss tensor(0.0861, grad_fn=<MeanBackward0>)
avg_reward -0.17794990504374475 loss tensor(0.0789, grad_fn=<MeanBackward0>)
avg_reward -0.0501214784609515 loss tensor(0.0773, grad_fn=<MeanBackward0>)
avg_reward -0.06337368100892789 loss tensor(0.0842, grad_fn=<MeanBackward0>)
avg_reward 0.06329058699799597 loss tensor(0.0667, grad_fn=<MeanBackward0>)
avg_reward 0.25518586785560143 loss tensor(0.0625, grad_fn=<MeanBackward0>)
avg_reward 0.00236363439464605 loss tensor(0.0848, grad_fn=<MeanBackward0>)
avg_reward -0.08542450658169506 loss tensor(0.0795, grad_fn=<MeanBackward0>)
avg_reward 0.15368512247559277 loss tensor(0.0675, grad_fn=<MeanBackward0>)
avg_reward 0.08401996781102357 loss tensor(0.0797, grad_fn=<MeanBackward0>)
avg_reward 0.24075809555685865 loss tensor(0.0882, grad_fn=<MeanBackward0>)
avg_reward 0.00813834502352257 loss tensor(0.1091, grad_fn=<MeanBackward0>)
avg_reward -0.11930272267082608 loss tensor(0.0711, grad_fn=<MeanBackward0>)
avg_reward 0.21695494891030515 loss tensor(0.0648, grad_fn=<MeanBackward0>)
avg_reward 0.1651538941170341 loss tensor(0.0813, grad_fn=<MeanBackward0>)
avg_reward -0.0892909428414022 loss tensor(0.0773, grad_fn=<MeanBackward0>)
avg_reward -0.2099839869144482 loss tensor(0.0766, grad_fn=<MeanBackward0>)
avg_reward 0.06517174112018614 loss tensor(0.0755, grad_fn=<MeanBackward0>)
avg_reward -0.05684201055147217 loss tensor(0.0900, grad_fn=<MeanBackward0>)
avg_reward -0.17410824473676956 loss tensor(0.1057, grad_fn=<MeanBackward0>)
avg_reward -0.1518907667219682 loss tensor(0.0904, grad_fn=<MeanBackward0>)
avg_reward -0.17717079935641558 loss tensor(0.0743, grad_fn=<MeanBackward0>)
avg_reward -0.14213528586677804 loss tensor(0.0757, grad_fn=<MeanBackward0>)
avg_reward 0.10360199245162258 loss tensor(0.0619, grad_fn=<MeanBackward0>)
avg_reward 0.40772347191785274 loss tensor(0.1026, grad_fn=<MeanBackward0>)
avg_reward -0.14720910001905113 loss tensor(0.0802, grad_fn=<MeanBackward0>)
avg_reward -0.034647786892426605 loss tensor(0.0826, grad_fn=<MeanBackward0>)
avg_reward 0.13053027065863737 loss tensor(0.1108, grad_fn=<MeanBackward0>)
avg_reward -0.06258803944118242 loss tensor(0.1033, grad_fn=<MeanBackward0>)
avg_reward -0.3003993317782832 loss tensor(0.0837, grad_fn=<MeanBackward0>)
avg_reward 0.0724243887370032 loss tensor(0.1001, grad_fn=<MeanBackward0>)
avg_reward 0.20669239033850506 loss tensor(0.0956, grad_fn=<MeanBackward0>)
avg_reward 0.08907396650483541 loss tensor(0.0852, grad_fn=<MeanBackward0>)
avg_reward 0.08298680165317655 loss tensor(0.0782, grad_fn=<MeanBackward0>)
avg_reward 0.19330981081586 loss tensor(0.0834, grad_fn=<MeanBackward0>)
avg_reward 0.22039496348467438 loss tensor(0.0810, grad_fn=<MeanBackward0>)
avg_reward 0.21468543318290004 loss tensor(0.1011, grad_fn=<MeanBackward0>)
avg_reward -0.18855246573219123 loss tensor(0.0785, grad_fn=<MeanBackward0>)
avg_reward -0.15937976585401117 loss tensor(0.0773, grad_fn=<MeanBackward0>)
avg_reward -0.12100749381172882 loss tensor(0.0700, grad_fn=<MeanBackward0>)
avg_reward 0.12339939678795439 loss tensor(0.0665, grad_fn=<MeanBackward0>)
avg_reward 0.17147637668318352 loss tensor(0.0847, grad_fn=<MeanBackward0>)
avg_reward -0.016207542400665857 loss tensor(0.0869, grad_fn=<MeanBackward0>)
avg_reward 0.03297560191606382 loss tensor(0.0659, grad_fn=<MeanBackward0>)
avg_reward 0.23936907849859992 loss tensor(0.0978, grad_fn=<MeanBackward0>)
avg_reward 0.17698301577015457 loss tensor(0.0795, grad_fn=<MeanBackward0>)
avg_reward -0.1917826886017442 loss tensor(0.1046, grad_fn=<MeanBackward0>)
avg_reward -0.11848173494956014 loss tensor(0.0998, grad_fn=<MeanBackward0>)
avg_reward 0.0414844959753069 loss tensor(0.0691, grad_fn=<MeanBackward0>)
avg_reward 0.1267691819244681 loss tensor(0.0737, grad_fn=<MeanBackward0>)
avg_reward 0.09153263417876559 loss tensor(0.0868, grad_fn=<MeanBackward0>)
avg_reward 0.08703176378165008 loss tensor(0.1019, grad_fn=<MeanBackward0>)
avg_reward -0.09166168163789452 loss tensor(0.0805, grad_fn=<MeanBackward0>)
avg_reward 0.023150232107841194 loss tensor(0.0803, grad_fn=<MeanBackward0>)
avg_reward 0.11954015053134792 loss tensor(0.0731, grad_fn=<MeanBackward0>)
avg_reward 0.21782443928164066 loss tensor(0.0502, grad_fn=<MeanBackward0>)
avg_reward 0.1109877754122178 loss tensor(0.0955, grad_fn=<MeanBackward0>)
avg_reward 0.06716438625303608 loss tensor(0.0928, grad_fn=<MeanBackward0>)
avg_reward -0.11063206968514894 loss tensor(0.0799, grad_fn=<MeanBackward0>)
avg_reward -0.19253045754814585 loss tensor(0.0734, grad_fn=<MeanBackward0>)
avg_reward -0.017758526591881544 loss tensor(0.0870, grad_fn=<MeanBackward0>)
avg_reward 0.002933238595778227 loss tensor(0.0613, grad_fn=<MeanBackward0>)
avg_reward -0.04081093770798939 loss tensor(0.0674, grad_fn=<MeanBackward0>)
avg_reward 0.02896525252681088 loss tensor(0.0959, grad_fn=<MeanBackward0>)
avg_reward -0.12519161874965865 loss tensor(0.0865, grad_fn=<MeanBackward0>)
avg_reward 0.21658721301690365 loss tensor(0.0838, grad_fn=<MeanBackward0>)
avg_reward 0.027424636163255287 loss tensor(0.0722, grad_fn=<MeanBackward0>)
avg_reward 0.1593585143675699 loss tensor(0.1157, grad_fn=<MeanBackward0>)
avg_reward 0.0042374549552692065 loss tensor(0.0704, grad_fn=<MeanBackward0>)
avg_reward 0.13651893514891125 loss tensor(0.0913, grad_fn=<MeanBackward0>)
avg_reward 0.10982900379111736 loss tensor(0.0640, grad_fn=<MeanBackward0>)
avg_reward 0.017466156298769953 loss tensor(0.0757, grad_fn=<MeanBackward0>)
avg_reward -0.12196816082530282 loss tensor(0.0792, grad_fn=<MeanBackward0>)
avg_reward -0.007024044373628311 loss tensor(0.0653, grad_fn=<MeanBackward0>)
avg_reward 0.2233695708773995 loss tensor(0.0876, grad_fn=<MeanBackward0>)
avg_reward -0.16829964345501858 loss tensor(0.0624, grad_fn=<MeanBackward0>)
avg_reward -0.004082412352227125 loss tensor(0.0641, grad_fn=<MeanBackward0>)
avg_reward 0.12940610710515013 loss tensor(0.0868, grad_fn=<MeanBackward0>)
avg_reward 0.017755129865267918 loss tensor(0.0674, grad_fn=<MeanBackward0>)
avg_reward 0.20434352415081927 loss tensor(0.1061, grad_fn=<MeanBackward0>)
avg_reward 0.3110353444543972 loss tensor(0.0750, grad_fn=<MeanBackward0>)
avg_reward -0.12331529220682513 loss tensor(0.0618, grad_fn=<MeanBackward0>)
avg_reward 0.1513084105239017 loss tensor(0.0787, grad_fn=<MeanBackward0>)
avg_reward 0.25634430416322956 loss tensor(0.0917, grad_fn=<MeanBackward0>)
avg_reward 0.08696504678813989 loss tensor(0.0740, grad_fn=<MeanBackward0>)
avg_reward 0.04722848376920101 loss tensor(0.0636, grad_fn=<MeanBackward0>)
avg_reward -0.24510816122766904 loss tensor(0.0743, grad_fn=<MeanBackward0>)
avg_reward 0.20171915008249117 loss tensor(0.0903, grad_fn=<MeanBackward0>)
avg_reward 0.008315068959577232 loss tensor(0.0867, grad_fn=<MeanBackward0>)
avg_reward -0.144657778143308 loss tensor(0.0796, grad_fn=<MeanBackward0>)
avg_reward -0.10850350030911046 loss tensor(0.0792, grad_fn=<MeanBackward0>)
avg_reward 0.04602954313050227 loss tensor(0.0725, grad_fn=<MeanBackward0>)
avg_reward -0.0973873941358571 loss tensor(0.1113, grad_fn=<MeanBackward0>)
avg_reward -0.02922678042704824 loss tensor(0.0683, grad_fn=<MeanBackward0>)
avg_reward -0.15098347103911394 loss tensor(0.0967, grad_fn=<MeanBackward0>)
avg_reward -0.06819276122832979 loss tensor(0.0803, grad_fn=<MeanBackward0>)
avg_reward 0.15845172338453475 loss tensor(0.0810, grad_fn=<MeanBackward0>)
avg_reward 0.1696273697771899 loss tensor(0.0980, grad_fn=<MeanBackward0>)
avg_reward 0.07110002647784255 loss tensor(0.0796, grad_fn=<MeanBackward0>)
avg_reward -0.09672968745007247 loss tensor(0.0933, grad_fn=<MeanBackward0>)
avg_reward 0.1977723486104564 loss tensor(0.0762, grad_fn=<MeanBackward0>)
avg_reward 0.1681920594730668 loss tensor(0.0851, grad_fn=<MeanBackward0>)
avg_reward -0.1184133902436173 loss tensor(0.0799, grad_fn=<MeanBackward0>)
avg_reward -0.2932756158365737 loss tensor(0.0866, grad_fn=<MeanBackward0>)
avg_reward 0.04046618725477501 loss tensor(0.0656, grad_fn=<MeanBackward0>)
avg_reward 0.014400736985825557 loss tensor(0.0803, grad_fn=<MeanBackward0>)
avg_reward -0.1552661298128839 loss tensor(0.1039, grad_fn=<MeanBackward0>)
avg_reward 0.04684703108821454 loss tensor(0.0645, grad_fn=<MeanBackward0>)
avg_reward -0.09345951545588094 loss tensor(0.0639, grad_fn=<MeanBackward0>)
avg_reward 0.00546977258754364 loss tensor(0.0906, grad_fn=<MeanBackward0>)
avg_reward -0.1928271019054456 loss tensor(0.0657, grad_fn=<MeanBackward0>)
avg_reward 0.029318992244254254 loss tensor(0.0943, grad_fn=<MeanBackward0>)
avg_reward -0.24944395976347938 loss tensor(0.1151, grad_fn=<MeanBackward0>)
avg_reward 0.09612748984279436 loss tensor(0.0853, grad_fn=<MeanBackward0>)
avg_reward 0.027588318082016387 loss tensor(0.0674, grad_fn=<MeanBackward0>)
avg_reward 0.09457696120076892 loss tensor(0.0845, grad_fn=<MeanBackward0>)
avg_reward -0.07895837514370678 loss tensor(0.0682, grad_fn=<MeanBackward0>)
avg_reward 0.20688343652091834 loss tensor(0.0696, grad_fn=<MeanBackward0>)
avg_reward 0.25374350630288 loss tensor(0.1089, grad_fn=<MeanBackward0>)
avg_reward 0.3777444477417023 loss tensor(0.0659, grad_fn=<MeanBackward0>)
avg_reward 0.3249620810879225 loss tensor(0.0667, grad_fn=<MeanBackward0>)
avg_reward -0.1757072812365852 loss tensor(0.0684, grad_fn=<MeanBackward0>)
avg_reward 0.07113951971711385 loss tensor(0.0786, grad_fn=<MeanBackward0>)
avg_reward -0.21833606315521834 loss tensor(0.0765, grad_fn=<MeanBackward0>)
avg_reward 0.0321667371518465 loss tensor(0.0767, grad_fn=<MeanBackward0>)
avg_reward -0.037789789912545536 loss tensor(0.0807, grad_fn=<MeanBackward0>)
avg_reward -0.08974615773134627 loss tensor(0.0782, grad_fn=<MeanBackward0>)
avg_reward 0.11711751711616727 loss tensor(0.0610, grad_fn=<MeanBackward0>)
avg_reward 0.15101680975143492 loss tensor(0.0662, grad_fn=<MeanBackward0>)
avg_reward 0.13064885359553638 loss tensor(0.0663, grad_fn=<MeanBackward0>)
avg_reward -0.10950865547994555 loss tensor(0.0770, grad_fn=<MeanBackward0>)
avg_reward 0.26793120653509295 loss tensor(0.0786, grad_fn=<MeanBackward0>)
avg_reward 0.03055256939272058 loss tensor(0.0641, grad_fn=<MeanBackward0>)
avg_reward -0.012960447744033493 loss tensor(0.0697, grad_fn=<MeanBackward0>)
avg_reward -0.09501535731880498 loss tensor(0.0638, grad_fn=<MeanBackward0>)
avg_reward 0.02213836288479988 loss tensor(0.0769, grad_fn=<MeanBackward0>)
avg_reward 0.08915294783848243 loss tensor(0.0690, grad_fn=<MeanBackward0>)
avg_reward 0.32582920451528913 loss tensor(0.0917, grad_fn=<MeanBackward0>)
avg_reward -0.006825661273750887 loss tensor(0.0691, grad_fn=<MeanBackward0>)
avg_reward -0.2664082816674334 loss tensor(0.0749, grad_fn=<MeanBackward0>)
